lane,detection,light,sign
0.073212385,0.009289742,0.022227287,0.023949146
0.075160265,0.008766174,0.026941538,0.026618004
0.075842142,0.01019001,0.02690506,0.021877766
0.074816704,0.009095192,0.023822069,0.022042036
0.073352814,0.009404659,0.023921013,0.022147179
0.076583147,0.009346485,0.019590378,0.022304296
0.075945377,0.009418726,0.024187326,0.020270586
0.073389053,0.009027958,0.023970842,0.01791501
0.075684309,0.008680105,0.024750948,0.01761508
0.07460928,0.009397268,0.024033546,0.024624825
0.07760334,0.009370565,0.024213076,0.02864933
0.070442677,0.008969545,0.022739172,0.023031473
0.071215391,0.009435892,0.027730227,0.022519112
0.078007221,0.008669376,0.0298419,0.024473667
0.070907354,0.009376526,0.02440691,0.023865461
0.076768398,0.009466171,0.024132967,0.023019791
0.077796459,0.009393692,0.0232687,0.023258924
0.071398973,0.009236574,0.024600029,0.020991325
0.078071594,0.009390831,0.023037434,0.018657923
0.080309629,0.009394407,0.028633356,0.018497229
0.075567245,0.008717299,0.022698402,0.018779993
0.07608676,0.009381294,0.021298409,0.017971277
0.074778557,0.009057522,0.021312952,0.018131256
0.075928688,0.008662701,0.026208162,0.018066406
0.077031851,0.00903368,0.027233839,0.018121481
0.07694149,0.00900507,0.021901846,0.018172264
0.07159853,0.009393454,0.023491859,0.018128633
0.075752735,0.009422779,0.025165796,0.018143415
0.073712111,0.008663654,0.026499748,0.018141747
0.07561326,0.009395599,0.023445368,0.018052816
0.07280302,0.009398699,0.028223276,0.018481016
0.075102091,0.009036303,0.022975683,0.018226147
0.075537682,0.008698702,0.021682024,0.018596888
0.076616764,0.008714914,0.028417349,0.018098354
0.076356888,0.009037971,0.02155757,0.018216372
0.076579332,0.008650303,0.023151159,0.018146753
0.075677395,0.009067059,0.023571491,0.026814938
0.076205492,0.009385347,0.026183605,0.028767109
0.072168112,0.009866714,0.023016691,0.022725344
0.074263096,0.009027958,0.022685289,0.022643566
0.072305202,0.009042978,0.026722431,0.023200274
0.076597929,0.008281231,0.02344203,0.022976398
0.07799387,0.008617878,0.024090528,0.023013115
0.077035904,0.008673906,0.024073362,0.01972723
0.077194452,0.009420872,0.024173975,0.018749952
0.075684071,0.009454012,0.026545286,0.019023657
0.076736689,0.008752346,0.023815155,0.018478632
0.070679426,0.009496689,0.02363658,0.01832509
0.07283783,0.008688211,0.024123669,0.01870513
0.076412916,0.00940156,0.024065733,0.018365383
0.075803757,0.009394407,0.023926497,0.018629074
0.074829102,0.009111643,0.027441025,0.018289328
0.075681686,0.009391785,0.026660919,0.018692255
0.076930761,0.008663177,0.02401948,0.018260002
0.071264982,0.008668184,0.024073839,0.018444061
0.073431253,0.008657217,0.026763916,0.018540859
0.075236559,0.00868535,0.027202368,0.018738985
0.075879574,0.008827448,0.028034449,0.018342257
0.076205015,0.008295059,0.024059772,0.018846273
0.075874329,0.009410381,0.026947498,0.018494606
0.075016022,0.009494305,0.024202108,0.018758535
0.074640512,0.008332968,0.024268627,0.026236773
0.076631546,0.008266687,0.024030685,0.019338131
0.076346397,0.00912714,0.024091005,0.019185781
0.076671124,0.009141207,0.024057627,0.019115925
0.077025414,0.008295774,0.022325993,0.019406796
0.076591969,0.009416819,0.022914648,0.01936245
0.077256203,0.009429693,0.027309179,0.019240379
0.074748278,0.009045601,0.022263527,0.018903017
0.073954105,0.009382486,0.026490927,0.018789053
0.078008652,0.008715391,0.023472548,0.019486427
0.075114012,0.00900197,0.029845715,0.019675016
0.073862314,0.009039164,0.027898073,0.019476652
0.073545218,0.008271456,0.026907921,0.019519567
0.070529461,0.009183168,0.024337769,0.019326448
0.075889587,0.008663893,0.02300334,0.019629002
0.076597929,0.009396553,0.028262854,0.019726515
0.076737881,0.00869298,0.023692131,0.019356728
0.075153112,0.008319139,0.023790598,0.019488096
0.077009439,0.008364916,0.024074554,0.01928544
0.074881792,0.008387327,0.023668528,0.019715548
0.074526787,0.008662462,0.027128458,0.019606352
0.075160027,0.008640766,0.027173758,0.019742489
0.076956987,0.009515524,0.027624369,0.019784927
0.074536324,0.009462833,0.023313761,0.019561768
0.075104952,0.009051085,0.027715445,0.019638062
0.075521946,0.008653402,0.026693583,0.019624233
0.074494123,0.009419203,0.02432704,0.019958735
0.075011015,0.009408951,0.024271965,0.019669771
0.070952177,0.009423256,0.023017406,0.01973629
0.075774908,0.009391069,0.024214506,0.019739628
0.078692675,0.009418011,0.026872873,0.019762993
0.071737051,0.009051323,0.024297476,0.019732952
0.073577166,0.008606195,0.023167133,0.020137072
0.075394869,0.00938344,0.02122879,0.019796133
0.078550339,0.009340048,0.022623539,0.019847393
0.081488848,0.008634806,0.022332907,0.020022869
0.075151443,0.008306742,0.022555351,0.020024061
0.07235837,0.009361744,0.027982235,0.020125389
0.075685501,0.009434223,0.021076679,0.020055771
0.072755814,0.009008408,0.025547743,0.019988298
0.074239731,0.008656025,0.023562908,0.020014763
0.07517004,0.00938797,0.023818493,0.02015996
0.076076984,0.009108067,0.020028591,0.02017045
0.074244738,0.008699179,0.023976326,0.020223618
0.075249195,0.008669853,0.02807188,0.019918919
0.078078747,0.008671284,0.028407335,0.019953489
0.07340169,0.009068727,0.024036646,0.019990206
0.074200392,0.009364367,0.026157141,0.020034552
0.07421422,0.008695364,0.0238657,0.021198511
0.074688435,0.008858204,0.024093866,0.020136118
0.075394392,0.009425402,0.024005175,0.020068407
0.075777769,0.009435177,0.023859978,0.020022392
0.075596571,0.008690119,0.026192904,0.02015996
0.073519945,0.009503126,0.022921801,0.020192862
0.076331854,0.00873661,0.026665449,0.020308018
0.074795961,0.009070635,0.024070263,0.020469189
0.075671911,0.009019613,0.023492336,0.020489693
0.073888302,0.008307695,0.025421381,0.020506144
0.076095343,0.009143114,0.02374649,0.031320333
0.075246096,0.009028912,0.02408123,0.025295973
0.074006796,0.009405613,0.026661396,0.025384903
0.071059227,0.008667469,0.026259899,0.025600195
0.075500965,0.008644342,0.024086952,0.025969505
0.074981213,0.00937295,0.023256302,0.025807142
0.07361865,0.008993149,0.025587559,0.025716543
0.078574181,0.009437084,0.028081179,0.021928549
0.076135635,0.008682966,0.024073839,0.020630121
0.076553345,0.009062052,0.019414425,0.020359278
0.077900887,0.009381056,0.028763771,0.02056551
0.07425046,0.008327246,0.027572632,0.02011919
0.07058692,0.008998632,0.023126602,0.0206213
0.077243328,0.008663416,0.023974657,0.02004385
0.076522589,0.009376287,0.02389884,0.020268917
0.07545042,0.00826931,0.02844882,0.020178318
0.075191975,0.009393692,0.026143312,0.02028203
0.072254658,0.008727312,0.02406311,0.020290375
0.073750019,0.008671284,0.023802042,0.020398855
0.073796749,0.009438276,0.023440599,0.02030015
0.072788239,0.009432077,0.027984858,0.02068305
0.071215868,0.009416342,0.023416519,0.020351887
0.071889877,0.009038448,0.023338079,0.020307302
0.078109741,0.009402275,0.02630949,0.020496845
0.075306654,0.008707762,0.025848627,0.0203619
0.077039957,0.00867486,0.023960114,0.020774364
0.074027061,0.00860858,0.025573492,0.020428658
0.078126669,0.00910449,0.02270627,0.020436287
0.072999954,0.00939846,0.026308298,0.0199821
0.071934223,0.009064436,0.023207188,0.020888329
0.075713873,0.008679152,0.02478981,0.020541191
0.075434923,0.009418964,0.027396441,0.020480871
0.079313278,0.008705854,0.023899555,0.020585775
0.075768948,0.009553432,0.026153326,0.020776033
0.075861454,0.009420633,0.028406858,0.021225452
0.072365046,0.009364843,0.024069071,0.021728754
0.076837063,0.008662462,0.023128271,0.020847559
0.076977253,0.009506226,0.024270296,0.033468962
0.0760746,0.00938344,0.02887702,0.026736975
0.07596612,0.009376049,0.02238059,0.026888371
0.074157,0.00903964,0.026462555,0.026884556
0.073467731,0.009056091,0.023807526,0.026643038
0.074569702,0.009377241,0.023701429,0.02643466
0.076853275,0.009397984,0.023943424,0.02226615
0.076259136,0.009431362,0.023585796,0.02114439
0.073535442,0.009423733,0.029422998,0.021784544
0.074123383,0.009391546,0.029165268,0.021578074
0.076148272,0.008675814,0.026322842,0.021755457
0.075073004,0.009040117,0.023421526,0.02111125
0.074521065,0.009407043,0.026095629,0.021639347
0.077655077,0.009578466,0.025053501,0.021559
0.072595835,0.009384871,0.0242486,0.021676779
0.075941563,0.008674622,0.024029732,0.021379471
0.07414031,0.008637905,0.022183657,0.021698475
0.072199583,0.008261681,0.020341635,0.021281242
0.07473135,0.008596897,0.02601862,0.021518469
0.074938297,0.008663416,0.025980473,0.023340464
0.074742079,0.009385109,0.024655581,0.021802187
0.076918602,0.009376526,0.024804354,0.021613598
0.075150728,0.009367704,0.024831295,0.02149725
0.077702522,0.009447813,0.026616096,0.021573067
0.075464487,0.009556293,0.023574591,0.021607399
0.075346231,0.009422064,0.027403355,0.021960497
0.076994181,0.009013414,0.020406008,0.021681786
0.077959061,0.009414434,0.026864767,0.023743391
0.073930979,0.009008646,0.02410984,0.02223587
0.070621252,0.009396791,0.026644707,0.021877766
0.072901249,0.009369612,0.024370193,0.021901608
0.076166153,0.009083748,0.022836685,0.021972418
0.076330662,0.009053469,0.023854017,0.021510601
0.07490015,0.009079933,0.026921272,0.023042679
0.079359055,0.009025812,0.024688005,0.022396803
0.076436281,0.008316278,0.02397275,0.022171736
0.077259302,0.008844137,0.024499893,0.021640062
0.076822281,0.009426594,0.020332575,0.02183485
0.077032328,0.009119987,0.024436235,0.022426128
0.077573299,0.00945282,0.027406931,0.022219181
0.075563908,0.009400368,0.027805567,0.022031069
0.075467825,0.009429932,0.024171114,0.022161961
0.075143814,0.009636879,0.024003029,0.022143602
0.074946404,0.008665323,0.025267124,0.022100925
0.07768321,0.008663654,0.022706032,0.021869421
0.074696302,0.009447098,0.029159307,0.022510529
0.074365139,0.008754253,0.026960135,0.021962643
0.076475143,0.008636475,0.0233078,0.022135735
0.077820778,0.008269787,0.022269964,0.02199173
0.074835062,0.009425402,0.024668694,0.022312641
0.077159166,0.009032249,0.023995399,0.021977901
0.07478714,0.00903821,0.024823666,0.022046804
0.078550339,0.009382486,0.026810169,0.022482634
0.074967384,0.009381056,0.023058653,0.022389174
0.077048063,0.008692741,0.027538061,0.021560669
0.078740597,0.009342194,0.023144245,0.022129059
0.075047255,0.009433508,0.023211956,0.022084236
0.075335264,0.008629322,0.023090363,0.024291754
0.078837156,0.009399891,0.025553703,0.022302866
0.073439598,0.009354591,0.024893522,0.022219896
0.073719501,0.009419918,0.027902603,0.022144079
0.076803446,0.008851528,0.025829077,0.022243738
0.078014374,0.008674145,0.027638197,0.022450924
0.077872515,0.009126425,0.023835182,0.023467541
0.069664001,0.009430408,0.028625965,0.022939205
0.070290565,0.009421349,0.023031473,0.02244997
0.07596755,0.009424686,0.027358055,0.022143602
0.077727079,0.009432077,0.023780823,0.02445364
0.076262236,0.009431124,0.028220177,0.022937059
0.073705673,0.008718014,0.0194664,0.022543669
0.07209754,0.009364128,0.029429197,0.023274183
0.075628757,0.008677244,0.020141363,0.022477627
0.074193716,0.009426117,0.026242971,0.022450924
0.076399565,0.009047985,0.023831844,0.022839308
0.074185848,0.008602858,0.023854256,0.023901224
0.074162245,0.009387732,0.027880669,0.023442268
0.078825951,0.009447813,0.02646184,0.023104668
0.07903409,0.008679152,0.022756577,0.022984743
0.075126171,0.009411097,0.024292707,0.022897243
0.072042704,0.009431839,0.027400494,0.023172855
0.07570672,0.009384632,0.023476124,0.022697687
0.076706409,0.00940752,0.02349782,0.022693872
0.072079182,0.008677959,0.026679277,0.02294898
0.073441744,0.009344339,0.026270151,0.022899389
0.075251579,0.008655071,0.023767471,0.022924185
0.074951887,0.008985758,0.026091576,0.024408579
0.073752642,0.009446144,0.02378583,0.022770405
0.073045731,0.008662462,0.026689053,0.023015261
0.074483156,0.009390116,0.027771473,0.022989511
0.074941874,0.009402037,0.024095535,0.024307251
0.077410221,0.008640051,0.02423954,0.023839474
0.075175047,0.008646011,0.026336193,0.023112774
0.074157476,0.009391308,0.025706053,0.022861004
0.075125694,0.009564638,0.018862724,0.023142815
0.076582432,0.009492159,0.02389884,0.023180962
0.075684309,0.008734941,0.027131796,0.023320675
0.074950933,0.009213209,0.024665117,0.023432732
0.076411724,0.009047031,0.023205757,0.023403883
0.076282263,0.009414911,0.024190664,0.023273945
0.074282885,0.00941062,0.022100449,0.023141384
0.076875687,0.008700371,0.024262667,0.023364782
0.073426247,0.009416342,0.022393465,0.023561954
0.075523853,0.008691549,0.025900602,0.023793697
0.076565266,0.009413004,0.021854639,0.023298264
0.077617645,0.008312702,0.02684617,0.023168325
0.076735735,0.008735657,0.023391485,0.023423195
0.076620817,0.009062529,0.023361206,0.023200512
0.076678991,0.008698225,0.023572922,0.023485184
0.075757027,0.009071589,0.023377895,0.023281336
0.073873043,0.00942564,0.019512415,0.023165464
0.072091103,0.008669376,0.027520657,0.023385525
0.079110622,0.009088278,0.029139519,0.023408413
0.075653791,0.009120703,0.022923946,0.024731159
0.076930761,0.009398699,0.023218155,0.024530411
0.074238777,0.009407997,0.022623062,0.034219742
0.076672316,0.010932684,0.020774364,0.030326843
0.073667049,0.011670113,0.025788784,0.031355143
0.074599981,0.012455702,0.023639441,0.030709267
0.070749521,0.012550592,0.028403044,0.025809288
0.075656652,0.010271072,0.029301882,0.024787188
0.076156616,0.00919795,0.025902748,0.026887178
0.076432228,0.009396791,0.026949644,0.024674177
0.074855566,0.009681463,0.023483515,0.024356127
0.074733734,0.009571075,0.025978088,0.024296761
0.075628996,0.009083271,0.024394035,0.025057316
0.0734725,0.009357691,0.024082184,0.024150848
0.075906754,0.008692026,0.024341106,0.024752378
0.073227882,0.008652449,0.027672052,0.024358749
0.074762583,0.008651018,0.0216043,0.024260044
0.076061249,0.009542465,0.024202824,0.024731636
0.075654268,0.009479046,0.023874283,0.024599791
0.077630997,0.009364843,0.024097919,0.024249315
0.072162628,0.009442806,0.023783207,0.024889231
0.079859972,0.009480953,0.026393652,0.024804115
0.074536085,0.008657217,0.023595333,0.024502993
0.07951498,0.008986712,0.023634672,0.024748564
0.072394848,0.008656502,0.023212194,0.024610043
0.077398062,0.009430408,0.023097515,0.024868011
0.074696064,0.009427547,0.023153543,0.024837494
0.074084044,0.009404421,0.023236275,0.027137995
0.07337594,0.008661985,0.025910139,0.026793718
0.077958584,0.008722544,0.023151159,0.024631739
0.08009553,0.009452581,0.02660346,0.024815321
0.073987007,0.00864315,0.021677971,0.024726391
0.070141077,0.009374142,0.02311039,0.025196075
0.075634003,0.008304119,0.022676229,0.024636745
0.075711489,0.008664608,0.018862009,0.025185108
0.075220346,0.008637905,0.025012255,0.036759138
0.070644855,0.009378672,0.022770882,0.030867815
0.076567888,0.009412527,0.028734684,0.031366348
0.074184179,0.008690119,0.026927948,0.031604767
0.074481487,0.00867033,0.023412228,0.03368187
0.075924158,0.009003639,0.021819115,0.02590847
0.075672626,0.009045362,0.023664951,0.025316715
0.072201729,0.00869298,0.023663998,0.025008678
0.074107885,0.009387493,0.027626753,0.025043964
0.075974226,0.008680344,0.022826195,0.024644136
0.074104786,0.009436846,0.026098013,0.024818897
0.076831818,0.009384871,0.027159691,0.02506876
0.077346802,0.009402752,0.025842905,0.024568558
0.075680256,0.008291483,0.025028467,0.024670601
0.076117277,0.009076595,0.023823023,0.025015831
0.074664831,0.009373188,0.023889303,0.025047302
0.074943781,0.00829339,0.02410078,0.024884939
0.075665951,0.009201288,0.02425456,0.024798393
0.075450897,0.009689093,0.024219751,0.024993658
0.075188637,0.008664608,0.029189825,0.025300026
0.075470448,0.008649588,0.024416447,0.025008678
0.07332468,0.008652449,0.028944016,0.025143862
0.075155973,0.009427071,0.024149418,0.025181293
0.072062016,0.009052038,0.024065971,0.025087118
0.077706575,0.00904727,0.024082899,0.026259899
0.074892759,0.008633137,0.02409935,0.026157618
0.076880932,0.00946641,0.024306297,0.025167227
0.075319767,0.009406805,0.019273758,0.024873495
0.077839136,0.008720398,0.021001577,0.025771856
0.075919151,0.00940299,0.022287607,0.025147676
0.075646877,0.008663654,0.027862072,0.025205851
0.076498985,0.009430885,0.02954483,0.025286913
0.077537775,0.008287907,0.024022818,0.025241137
0.076101303,0.009390593,0.028200626,0.025656223
0.075389862,0.009438515,0.024024963,0.025611639
0.07565999,0.008649111,0.027547121,0.025346279
0.075447083,0.009409189,0.027135134,0.025823355
0.073098183,0.00935626,0.02922678,0.037941933
0.07580018,0.009411573,0.024179935,0.032445908
0.076871634,0.009046078,0.023625135,0.033045292
0.078158855,0.008665085,0.028612614,0.033161163
0.075683355,0.008330107,0.023434639,0.029868841
0.074923754,0.009003401,0.022180796,0.027820349
0.075741529,0.009029865,0.023937702,0.027024746
0.075640678,0.009148836,0.028380156,0.026035547
0.073012829,0.009404421,0.022205591,0.025913954
0.073729753,0.008301735,0.022925854,0.025935173
0.076203585,0.009420633,0.022256374,0.026177406
0.076231718,0.009413719,0.026330233,0.026221037
0.073852062,0.009438276,0.028413773,0.025986195
0.07096076,0.009427071,0.022721767,0.026022911
0.074522257,0.009551525,0.025760889,0.026200533
0.071966648,0.009436369,0.023633957,0.02631855
0.077299833,0.009432793,0.02373004,0.026823282
0.075870991,0.008639097,0.023720026,0.026467323
0.078378916,0.008744478,0.019304276,0.026111603
0.075199366,0.009386778,0.023662567,0.026163101
0.074433088,0.009425879,0.02345109,0.026632547
0.076283455,0.009348869,0.022974253,0.026414871
0.074823141,0.009405136,0.023361444,0.026442528
0.071017027,0.010245323,0.026265383,0.02647686
0.074941874,0.009497166,0.024149179,0.026680231
0.078309774,0.00942874,0.023921967,0.026351929
0.074905157,0.009031296,0.023524046,0.026538372
0.06994009,0.009366274,0.023218632,0.026459932
0.074372768,0.009440422,0.023007631,0.02674818
0.07049799,0.00940156,0.023229122,0.026507139
0.074705839,0.009479523,0.021557093,0.026783705
0.074093342,0.008679152,0.022928238,0.026124001
0.073889971,0.008646727,0.02717495,0.026783466
0.076039553,0.008645058,0.023879528,0.027967215
0.077078104,0.009588242,0.023561954,0.026958466
0.069821835,0.009426117,0.027667999,0.027015686
0.077023506,0.009375572,0.024214506,0.026759148
0.07309413,0.009435415,0.023854971,0.034424305
0.074684381,0.009087324,0.027686357,0.027295351
0.074827433,0.009414911,0.027107,0.027053356
0.078722477,0.009013176,0.02334094,0.026753664
0.070837021,0.009447336,0.023947239,0.026946306
0.071103096,0.009094,0.024153948,0.033856153
0.071305037,0.009368658,0.027889013,0.033734322
0.077121973,0.008368254,0.0237391,0.026867867
0.073661089,0.009015083,0.022349596,0.026693106
0.070896149,0.00869441,0.027939796,0.026664972
0.075368404,0.009411573,0.02404952,0.026795149
0.074622154,0.00866127,0.027819395,0.02645278
0.074958086,0.008665562,0.02795577,0.026562929
0.075953007,0.009396076,0.02269578,0.027002096
0.074754238,0.009031773,0.022648811,0.027063847
0.073789358,0.008647203,0.022066355,0.027294874
0.074188948,0.009449959,0.024385929,0.03891468
0.075986624,0.00863266,0.024397373,0.033993483
0.072764158,0.008706093,0.022869587,0.034448862
0.076401234,0.008272648,0.028823376,0.028510571
0.076077223,0.008372307,0.024109125,0.027665377
0.076103687,0.009431839,0.024026394,0.027041912
0.073160887,0.009148598,0.027112722,0.026705265
0.074105263,0.009403944,0.024207115,0.02633357
0.074037313,0.008629799,0.024127483,0.026922703
0.077061415,0.009134531,0.024191141,0.026857615
0.076311111,0.009386301,0.022282362,0.026796341
0.073912144,0.009436607,0.02365756,0.026849031
0.074308634,0.009548426,0.02658534,0.026972294
0.075552702,0.009426117,0.02779007,0.027014494
0.075976133,0.008697748,0.023374081,0.027559519
0.074057102,0.009104013,0.021700144,0.027481794
0.073912144,0.008313656,0.023544788,0.028300762
0.075254917,0.009026766,0.024130583,0.027078867
0.077632189,0.008311272,0.026882648,0.029234886
0.075110197,0.008312225,0.02540946,0.027943134
0.075311422,0.009046316,0.023122787,0.027265072
0.077020645,0.00871563,0.02303195,0.027131081
0.075131178,0.009374619,0.028363705,0.0273242
0.074315786,0.009444952,0.023338795,0.02728796
0.071537733,0.009054661,0.023458242,0.028181553
0.072969913,0.00937891,0.028992414,0.028164387
0.076066017,0.008649826,0.024057388,0.028327703
0.075695515,0.009008884,0.023998499,0.027891636
0.073184967,0.009433746,0.024163961,0.027706146
0.07310009,0.00944519,0.027089834,0.027240992
0.073013067,0.009596109,0.027499914,0.027463675
0.076118469,0.009468079,0.026418686,0.027420521
0.075087309,0.008349657,0.02410531,0.027486801
0.074590921,0.009405136,0.023966551,0.039700747
0.06948328,0.009391308,0.028236151,0.0347054
0.079552174,0.008724689,0.02711606,0.034979582
0.074048519,0.009434223,0.02247715,0.035239697
0.070642471,0.009072304,0.02755785,0.035364151
0.077174902,0.009020567,0.024147987,0.029803753
0.076446772,0.00868392,0.028949976,0.028580666
0.071754694,0.00943017,0.021703482,0.028172731
0.073782444,0.009461164,0.023043871,0.027728319
0.076941252,0.009401321,0.026471138,0.027696371
0.075046062,0.009028912,0.027924776,0.027578115
0.070737839,0.009400368,0.023469925,0.027760029
0.073792934,0.009405136,0.022427797,0.028385162
0.070342064,0.009104013,0.026672602,0.028660774
0.074820995,0.009375811,0.024301767,0.029375553
